,welch_2,welch_10,welch_15,welch_20,welch_25,welch_30,welch_35
98,7.06644317070262e-11,1.9385711313049935e-10,3.61708276485941e-10,6.311312439556832e-10,8.143262434191339e-10,2.412391996119208e-10,2.6114175768141116e-10
99,6.612772167818702e-11,1.9023444784314004e-10,3.72177269669703e-10,8.945768855252944e-10,1.226500903825427e-09,4.1999056518762586e-10,3.2056566387850577e-10
100,6.863234851748941e-11,2.0080231628971648e-10,3.762811862222039e-10,5.870706149686611e-10,7.405356637942123e-10,1.4359734844720276e-09,2.9948041625590483e-10
101,6.272793516716378e-11,1.6715759581537383e-10,3.867666961505828e-10,8.748688909105391e-10,1.6985089376027406e-09,4.306299733521421e-10,4.043771237096536e-10
102,6.247242604395168e-11,1.8056058396153232e-10,3.876100440816926e-10,7.691763568886636e-10,7.802371655007506e-10,4.1645089317840695e-10,2.812283203050249e-10
103,5.995032198231697e-11,1.7903037909498752e-10,3.669261043142802e-10,7.330066197244921e-10,5.831365438086741e-10,8.878874920097807e-10,1.2555218156793483e-09
104,5.914710666585973e-11,1.8065234400426616e-10,2.953245005448866e-10,6.346441893408689e-10,9.750863821960624e-10,5.176678268580104e-10,1.7487368490440813e-10
105,5.832098290117643e-11,1.6586728888962642e-10,3.567038535932716e-10,6.605438313513891e-10,1.0593414299102537e-09,3.744829802951907e-10,2.1047217014885453e-10
106,5.829461372154039e-11,1.5689098586140744e-10,3.110179288120285e-10,8.253414822334134e-10,7.399255956799708e-10,3.848392434079239e-10,1.0841049255976995e-09
107,5.515688913196442e-11,1.5498001429130911e-10,3.243656994044597e-10,4.687231449452365e-10,7.744125650908022e-10,3.2884303951377804e-10,2.6740212161298494e-10
108,5.547972828124451e-11,1.556597704564369e-10,3.0387935714492023e-10,9.235267416294692e-10,9.167388890332456e-10,1.0899028966537194e-09,7.925611388801699e-10
109,5.2231629288293757e-11,1.4411577064242568e-10,2.331586291318215e-10,5.683708325000494e-10,1.2689933147556796e-09,2.728459427078684e-10,6.694028997531246e-10
110,5.290292747992919e-11,1.4881241050222502e-10,3.1479703178030557e-10,6.902588326442518e-10,6.552235723530175e-10,4.493104360082671e-10,1.0166895737892429e-10
111,5.213722816016243e-11,1.3823815399963773e-10,2.604370141549068e-10,4.731821186340362e-10,7.90076462735364e-10,3.6161012403095227e-10,1.2582059063876374e-10
112,4.872101456604807e-11,1.3331926866896004e-10,2.718680849833677e-10,6.142502159747146e-10,7.319281794176042e-10,1.9131391366950555e-10,1.273834268968759e-09
113,4.93397559293263e-11,1.2658884778397266e-10,2.364311646606988e-10,4.965996662874566e-10,1.0091631375882391e-09,6.392291750111237e-10,1.0467504264038635e-10
114,4.842740969101553e-11,1.297851386658049e-10,2.9980113236386444e-10,7.074719675246514e-10,7.501121088048456e-10,4.1967809459027054e-10,5.866197240713807e-10
115,4.759895958846568e-11,1.284355513629772e-10,1.9969015514732214e-10,5.206414959310575e-10,8.111851715168975e-10,9.846313161852879e-10,2.019660294131824e-10
116,4.5768335046955395e-11,1.1788329597534482e-10,2.6113598614060963e-10,4.4190822368355046e-10,5.416470090529722e-10,1.738397793369201e-10,3.2611063556035185e-10
117,4.534964935333147e-11,1.3126183769428271e-10,2.7268721075724456e-10,6.607286196188504e-10,7.883260866944134e-10,3.7545229272513774e-10,3.0894435239120266e-10
118,4.4420020671136976e-11,1.0575611859789309e-10,1.8894824081298492e-10,4.2762592926078763e-10,7.984992521144233e-10,1.0216778332193185e-10,3.3066698070594095e-10
119,4.266547992257386e-11,1.1452925693573429e-10,2.600070280209027e-10,5.078543526918688e-10,6.879602106421929e-10,9.88011846170856e-11,2.2542856467438037e-11
120,4.495327776282844e-11,1.1423538478843822e-10,2.501643799710813e-10,5.159531294480839e-10,5.751528252518746e-10,6.883287800738415e-10,2.619535134263303e-10
121,4.0221425544300217e-11,1.1198390465582262e-10,2.1022914376874683e-10,4.666553083933336e-10,6.280365291424672e-10,3.610872025509838e-10,5.8110989848364394e-11
122,4.0333533307707086e-11,1.2027950779977046e-10,2.1582719858292453e-10,6.491264461600959e-10,6.673678054765601e-10,2.1406248620163355e-10,5.163068450408259e-10
123,4.040212603344588e-11,1.0305510966072793e-10,2.2793914173818614e-10,4.5118464411091397e-10,7.900002578224216e-10,3.1857428596835354e-10,3.9750087440923117e-10
124,3.946769544529772e-11,9.419232861361944e-11,1.805795375048058e-10,4.55174277517059e-10,4.883772248463818e-10,2.1012985138120096e-10,3.745572005362965e-11
125,3.900593671364472e-11,1.0470430479756995e-10,1.98794792125442e-10,3.7631088017082816e-10,6.449149589769192e-10,3.314681505358186e-10,6.3299450397999e-11
126,3.9290941352606624e-11,1.0164220051362913e-10,2.1426750500983234e-10,5.083646113994877e-10,6.560045169311754e-10,1.284680671658952e-10,7.994404188571111e-11
127,3.6253158303050495e-11,1.0321917521615231e-10,1.84421392787263e-10,3.1682102604481453e-10,6.835840990173822e-10,2.2257909794722255e-10,2.1231019445192567e-10
128,3.657200105344588e-11,9.152502485032464e-11,1.8165482213807737e-10,3.603224546692376e-10,4.842721283233619e-10,7.670842109706787e-10,5.415429096116847e-10
129,3.672922949143042e-11,9.13922563027316e-11,2.137170013262104e-10,4.6286096608720324e-10,3.761812948639316e-10,5.973327488690132e-11,2.652417890181415e-10
130,3.5654729190029977e-11,8.626552584990172e-11,1.3559590010714146e-10,5.690607365803532e-10,8.023009950841264e-10,2.6325171771596806e-10,1.336068652937531e-10
131,3.527465525147222e-11,9.205536396802593e-11,2.158026020819111e-10,3.7425263649527746e-10,5.854010030723e-10,1.4501724423558323e-10,9.044888478077279e-11
132,3.3907342779186255e-11,8.660340689663015e-11,1.6624261550262053e-10,3.0082315758354726e-10,4.614117397369593e-10,2.810655045304317e-10,3.6352323543219964e-11
133,3.4528163244056824e-11,8.942676784894466e-11,1.7119702005288494e-10,4.0197592246010614e-10,4.877198879691677e-10,1.6745177264270451e-10,6.91389698723793e-10
134,3.223799590243209e-11,9.157713106594407e-11,1.6116150621215835e-10,4.069831185268866e-10,4.691712031325976e-10,1.4159086441763052e-10,7.864488327053834e-11
135,3.395748615443646e-11,7.461457046826957e-11,1.8388649734265348e-10,3.419661711322932e-10,7.370823107709926e-10,4.99805913736897e-10,9.640000138527026e-11
136,3.019380003277716e-11,8.088553420837103e-11,1.48279837653673e-10,3.767141408005579e-10,3.46474065298613e-10,1.8996495598817773e-10,3.2366160158344283e-10
137,3.332321168156451e-11,8.437039103023157e-11,1.8434067362946832e-10,4.179174999339116e-10,4.094542705879272e-10,1.6251125790914644e-10,1.0288492335634602e-10
138,2.996248753223596e-11,7.424089545271701e-11,1.1517936043926721e-10,2.942053635495514e-10,5.017792311988443e-10,1.4168767032526604e-10,2.047563850484679e-11
139,3.0777415610817335e-11,7.619171784447894e-11,1.6948383162826339e-10,3.723634582552926e-10,5.082516301388372e-10,2.1586134243455476e-10,8.04915396882529e-10
140,3.05136261288327e-11,7.322480940709537e-11,1.4833687923470127e-10,3.2307890709933504e-10,5.447255872501845e-10,1.5185011431241663e-10,2.0659474005742313e-11
141,2.93295529560294e-11,7.61591577144605e-11,1.6636410178036983e-10,3.90925190937432e-10,3.2834411653547154e-10,3.551559487473076e-10,1.53570798888443e-11
142,2.8661841108768348e-11,7.096138383911237e-11,1.425144137429866e-10,2.8974856114512025e-10,5.360120761827731e-10,1.9836462082559652e-10,2.8346224040130675e-10
143,2.9477200178439244e-11,6.992910665415231e-11,1.5508412068886066e-10,3.4562993579642484e-10,4.262101508276248e-10,2.5449561234838487e-10,7.829909189213523e-11
144,2.8240398925991115e-11,7.232905190178771e-11,1.3393902225040695e-10,3.297298755199224e-10,4.5152453104984174e-10,1.1265471323258993e-10,4.313938070779429e-11
145,2.836007505918293e-11,7.139346066865184e-11,1.2166376454603296e-10,2.894560641225119e-10,4.103320616081332e-10,1.3276826336017146e-10,3.280023212546122e-10
146,2.6195750210245388e-11,6.616920895298912e-11,1.4088962418013053e-10,3.0200620526873596e-10,3.7523569705748857e-10,1.333248500495953e-10,1.619800323192647e-10
147,2.7935402937343687e-11,6.848678460575037e-11,1.356301348537386e-10,3.1820248295389395e-10,4.268546442384458e-10,3.329310040964973e-11,4.4601319519554074e-11
148,2.6416606092984752e-11,6.494072191254364e-11,1.388330428844281e-10,2.558932278590879e-10,4.681048090812646e-10,3.179377671811794e-10,1.6032483544765208e-10
149,2.6266894262439322e-11,7.086141994129488e-11,1.2574107014386546e-10,3.2572604897243556e-10,3.6500113473382447e-10,4.31372763956671e-11,8.783660478315907e-12
150,2.5904889336045947e-11,6.487956839365719e-11,1.2784327278207347e-10,3.44677573645075e-10,4.6275798887074575e-10,4.144968185937122e-10,7.928806193738484e-11
151,2.5271259734886537e-11,5.6842471218805854e-11,1.4022788470603788e-10,2.679484358975054e-10,2.9094210903383875e-10,9.325900873152811e-11,9.268474127607026e-12
152,2.5736114654916378e-11,6.385517189101878e-11,1.169520568353247e-10,2.771303250265313e-10,4.824904689127451e-10,1.0774766763938278e-10,2.3650760120210075e-10
153,2.4151530090489433e-11,5.5601956087042677e-11,1.1394075308885538e-10,2.9594676548474305e-10,2.7022621319269267e-10,1.5060334838091155e-10,8.226191687082062e-11
154,2.4797018998545228e-11,6.467213197802468e-11,1.2863612353843807e-10,2.287978970190102e-10,4.1330516189737473e-10,4.8770059376954185e-11,1.4363429333785064e-10
155,2.3917266287816287e-11,5.7909486109580904e-11,1.1168232332167698e-10,3.2402539971013926e-10,3.2796003799753113e-10,2.5768513311908275e-10,1.4113695704920945e-10
156,2.4081251806807514e-11,5.574815718025447e-11,1.2511675396419885e-10,2.2745283455216567e-10,3.96085453855463e-10,9.216377284265632e-11,3.8235345952661704e-11
157,2.3478597678063042e-11,5.964321729461175e-11,1.1160325709821715e-10,2.6279705699801044e-10,2.9684054278634534e-10,1.6996251494179638e-10,4.7794147239369235e-11
158,2.3244978661821637e-11,5.493541751005972e-11,1.1016112121413246e-10,2.3015060020747314e-10,3.279014978815945e-10,9.613073544839878e-11,3.1313775118204774e-10
159,2.2395861245640098e-11,5.235013730323295e-11,1.104543478670725e-10,2.701487339908348e-10,3.2817791319176133e-10,1.1101137642254735e-10,7.053386657517425e-11
160,2.2526958056372078e-11,6.270361886249986e-11,9.936466244505826e-11,2.3187499227885862e-10,4.167822986970995e-10,7.373475718974712e-11,6.780238528250042e-11
161,2.2395044891879766e-11,4.9488258573160236e-11,1.1714564238837757e-10,2.612845511258098e-10,2.900082105350577e-10,2.0256366660816708e-10,1.393692455287002e-10
162,2.168054440044683e-11,5.4106423356419865e-11,1.0301331702483736e-10,2.1185113612038182e-10,2.7919326578858903e-10,1.1067720986663941e-10,3.10700512201306e-11
163,2.2187811065153423e-11,4.860557028707436e-11,8.523856456392395e-11,2.6834596499729814e-10,2.7222596881030137e-10,2.1784596873987346e-10,1.709029119351211e-10
164,2.080758099120628e-11,5.0635590989079794e-11,1.2547974420165146e-10,2.5216422972371326e-10,4.931459750069482e-10,6.87830613639207e-11,1.8468443431708983e-10
165,2.1066326618957862e-11,5.1959271291584e-11,9.532135016711857e-11,2.297792703626908e-10,2.695849143798697e-10,9.11876880961912e-11,1.3412370641110626e-10
166,2.067582656620887e-11,5.0112654411770305e-11,1.0213693759729098e-10,2.333336050068631e-10,2.891044133416592e-10,1.4862246853824878e-10,4.53303406822893e-11
167,2.1058944290433263e-11,4.7793092495311924e-11,9.548398451376874e-11,2.8053809851853954e-10,2.877736018466101e-10,8.895983603360687e-11,6.844403270460412e-11
