,welch_2,welch_10,welch_15,welch_20,welch_25,welch_30,welch_35
168,1.9490679809355907e-11,5.063947055549556e-11,1.0942604272164951e-10,1.9975515238104572e-10,3.8247450853929076e-10,1.3131121047969742e-10,3.886087540731955e-11
169,2.0852150319721047e-11,4.243870829446286e-11,8.162864301581317e-11,1.6877721032803286e-10,3.142937456495417e-10,1.1558886323794733e-10,1.6034650722152641e-10
170,1.9317658144111445e-11,5.1392727708159294e-11,1.0818435463341e-10,2.8900444946994624e-10,2.2308140780266883e-10,2.2297788551960953e-10,9.010948921785683e-11
171,2.001100346686798e-11,4.44788063314797e-11,8.500275149677781e-11,2.005159238480726e-10,2.821141301328774e-10,5.427391498453716e-11,1.8353134869304915e-10
172,1.881675815054475e-11,4.898672499583016e-11,9.05621592405335e-11,1.9829047867034867e-10,3.182272763365001e-10,4.275090128793315e-11,8.81996920443747e-11
173,1.889331086794896e-11,4.579907995116816e-11,9.008212163944084e-11,1.9530693086196854e-10,2.8415073503479423e-10,6.921884714188892e-11,3.068142764551836e-11
174,1.8944675946352183e-11,4.439582423125029e-11,9.818513318554015e-11,2.0488449844033563e-10,2.8597414614680806e-10,5.507549354957377e-11,1.2449366487310654e-11
175,1.8724141871986305e-11,4.395065793919854e-11,7.730954679423109e-11,2.1335605253631082e-10,2.0277753441469824e-10,1.4448425771662203e-10,1.0197845569403043e-10
176,1.8548563411587868e-11,4.417706353831229e-11,9.891168119952777e-11,1.703078845936824e-10,3.3203735184247653e-10,1.643840905587872e-10,4.4121272369447555e-12
177,1.8124813437609286e-11,4.269828238925177e-11,7.740366981758763e-11,2.2626685099074898e-10,2.3037683273509152e-10,1.035936914059208e-10,7.911777899172247e-11
178,1.7546247886413525e-11,4.011025191657809e-11,8.02192192928898e-11,2.5546069031354797e-10,2.9170094007562895e-10,1.0308623952187913e-10,1.6370328668433493e-10
179,1.7598662935573564e-11,4.023478064101953e-11,8.755821397591371e-11,1.6987080940959003e-10,1.8476342406049578e-10,5.68555232411391e-11,8.995869682189916e-13
180,1.820325233085928e-11,4.1334316432704555e-11,7.883313645647027e-11,1.9752695382771555e-10,2.766559959215629e-10,4.9047247861585525e-11,1.5189375234449093e-12
181,1.7081694538908062e-11,3.968912674426145e-11,7.725008200001953e-11,2.1080360071037966e-10,2.944449114459628e-10,1.1209961819262637e-10,4.9123426920867245e-11
182,1.7436191489477647e-11,4.6114352614469736e-11,8.425605461971196e-11,1.6573868058611312e-10,2.8509074991481614e-10,4.9496008655073466e-11,9.3840683541469e-11
183,1.662812714622342e-11,3.665735013912823e-11,8.152051235857242e-11,1.857760525632195e-10,2.338498816196574e-10,1.2613479673273684e-10,1.8549811027195822e-11
184,1.7083322675011616e-11,4.0177222190596355e-11,7.365657485329098e-11,1.8386959562318057e-10,2.2013551224185355e-10,6.757968293987817e-11,1.954929456766146e-10
185,1.6083904962315797e-11,3.78777256155369e-11,9.105896056773872e-11,1.6646970270102295e-10,2.0845866837968663e-10,7.37411611322836e-11,1.3116031825302102e-11
186,1.6651729944674276e-11,3.792024468652546e-11,7.206114248278795e-11,1.8256173257823275e-10,3.4602160537073633e-10,1.041669644696804e-10,2.648812978919851e-12
187,1.5949905619681962e-11,3.8304265421890275e-11,7.737563800505096e-11,1.6281366903009616e-10,1.6902678772325462e-10,6.829534195486645e-11,6.153561022250943e-11
188,1.6168702288048692e-11,3.654145352453381e-11,7.263626633500388e-11,1.9321442000602455e-10,2.4410297439052105e-10,8.174145382947602e-11,1.9038535566532922e-10
189,1.5849100939272028e-11,3.720082836762372e-11,7.155557762042043e-11,1.594573480764606e-10,2.2976163753915247e-10,3.94006329255599e-11,4.67074899924776e-11
190,1.5747808999605692e-11,3.510234483739944e-11,7.09310391209908e-11,1.716011901351381e-10,2.698214902823793e-10,1.0477865680733716e-10,1.2025032167387866e-10
191,1.5367709053063946e-11,3.4901550807801574e-11,7.696615406106935e-11,1.4105095967679616e-10,2.362950303307297e-10,4.7064237405320264e-11,1.2955848632010123e-11
192,1.532267382012661e-11,3.458180684999094e-11,6.204877280345799e-11,2.1768085212955124e-10,1.6964486671932776e-10,1.0244008137019883e-10,2.551316216537567e-12
193,1.5190368876637894e-11,3.667771173385679e-11,7.823438902138814e-11,1.469934242762602e-10,2.4108599677460484e-10,8.699631185483077e-11,4.981591101923773e-11
194,1.5069345090567872e-11,3.623404723057351e-11,7.048616577146194e-11,1.7896111410331915e-10,2.4287397996276096e-10,7.905239445889998e-11,9.294419712575144e-11
195,1.4769773914298754e-11,3.4510209370768966e-11,6.668622089065258e-11,1.56864518502776e-10,1.9613029653786917e-10,5.333043886899725e-11,1.373669396762057e-10
196,1.4704784089071827e-11,3.1909830909355205e-11,6.768710336259393e-11,1.6224299546948898e-10,1.98975192717712e-10,1.3007570903373664e-10,3.23931148577601e-11
197,1.4550568142886954e-11,3.3890481875008756e-11,6.905727949557956e-11,1.5878679549893895e-10,1.9266485813881022e-10,3.005114381627545e-11,3.12430251811326e-11
198,1.420980750822176e-11,3.206917135986285e-11,6.818822870777108e-11,1.6630986150050428e-10,2.607834139085914e-10,7.594377240658512e-11,1.5983613462341124e-11
199,1.4293858123609839e-11,3.473922327940884e-11,6.420735997668611e-11,1.4426483806557476e-10,1.8385935003702786e-10,4.4238428503265316e-11,6.515800399248263e-11
200,1.4121287154531409e-11,3.182263197666412e-11,6.320941776886642e-11,1.5538294752950373e-10,2.061212606424951e-10,5.602633605861683e-11,4.666770981906183e-11
201,1.3910107224370383e-11,3.0974700161030846e-11,6.690227014736775e-11,1.601205154373819e-10,2.1272864770735326e-10,7.165363894416606e-11,9.098096066870974e-11
202,1.3893598590391846e-11,3.2581056080462974e-11,5.908473274124796e-11,1.2658317563848652e-10,1.7976149742506347e-10,5.268228469032536e-11,6.360926329149491e-12
203,1.363733409749185e-11,3.052050211041665e-11,6.078707504787883e-11,1.6097263433070903e-10,1.8577050803184987e-10,1.2380728552017856e-10,8.243475614775418e-11
204,1.3519961280468233e-11,3.061034697298046e-11,6.291263988914602e-11,1.3862315876451598e-10,1.7830011937004756e-10,2.0716826417147235e-11,2.4605748615781967e-11
205,1.318076519457577e-11,3.394413635588832e-11,6.464804977107957e-11,1.4577988287653084e-10,2.1897917370591406e-10,7.940606805062471e-11,5.44712316800353e-11
206,1.3402259943992187e-11,2.7959893508153112e-11,5.9326612041555e-11,1.4678589296906747e-10,1.9471077508599355e-10,4.209744562632553e-11,2.614070212622395e-12
207,1.316256799148185e-11,3.0988798059688195e-11,5.977469741531686e-11,1.4997615163130214e-10,1.9049018005990218e-10,7.55674025103501e-11,4.283352599010144e-11
208,1.292107054465697e-11,2.743864226364512e-11,6.017592999647701e-11,1.6779237965530464e-10,2.0152914594444292e-10,5.323690312283425e-11,2.64530170582332e-11
209,1.2910287561056595e-11,2.991364459938366e-11,5.850258468611133e-11,1.123945211539053e-10,1.7142270322462573e-10,3.820058451751512e-11,6.236186724941867e-11
210,1.2761395607388174e-11,2.8714568346784406e-11,5.6543168020713145e-11,1.4656048577489763e-10,1.746647568879628e-10,5.199093046923847e-11,1.310496464827628e-11
211,1.241851955493908e-11,2.9444499054695e-11,5.7253648997153835e-11,1.2646629453066717e-10,1.8595088321764548e-10,8.47618480204943e-11,6.404254049877572e-11
212,1.2745113179465827e-11,2.781784276859481e-11,6.070131487506438e-11,1.404956114708524e-10,1.7810866224985513e-10,5.175680405835044e-11,2.5043939026553877e-12
213,1.22399334306706e-11,2.768740262786566e-11,5.715824647385758e-11,1.1292552004166174e-10,1.5439412305953465e-10,4.045818697807427e-11,3.537767831790381e-11
214,1.2300003835979059e-11,2.7148419357951556e-11,5.247719614244967e-11,1.5793300217945252e-10,1.7884054892703225e-10,6.947754087284906e-11,1.0920962276082142e-10
215,1.2079076679366936e-11,2.8723944829137904e-11,5.938393395960142e-11,1.4606137424854527e-10,2.084144702925998e-10,2.389102640192858e-11,5.3934804430361945e-11
216,1.2264722878828622e-11,2.7448212843634687e-11,5.530329160542581e-11,1.2319879160082582e-10,1.7268697000367237e-10,5.5130072162058477e-11,1.0626507513405546e-11
217,1.168881840013239e-11,2.7486219443340628e-11,4.6796718486660406e-11,1.1320453555080977e-10,1.944031511141963e-10,5.3711780573004794e-11,6.019015349564771e-11
218,1.1919684466213633e-11,2.588986787900896e-11,5.6354197863813215e-11,1.174038432564565e-10,1.4071551195587602e-10,7.336185004345071e-11,1.69160624569754e-11
219,1.1597392993060919e-11,2.4978186794163534e-11,5.1645415790377686e-11,1.499689859075386e-10,1.8955816190780457e-10,5.98848232045616e-11,1.7884994765827755e-11
220,1.1680752421069048e-11,2.7205803728783623e-11,5.151054863683462e-11,1.0899717588669219e-10,1.497963765196918e-10,3.360513000688782e-11,1.6748508096440014e-10
221,1.1364539370218995e-11,2.6296438556406142e-11,5.5936394724261976e-11,1.319895076093464e-10,1.6057146230867253e-10,6.286915122466198e-11,2.924852086355718e-12
222,1.1541968122459823e-11,2.5947369300751553e-11,4.9977485332593027e-11,1.3077951443826301e-10,1.5637225039074476e-10,2.7766151182803202e-11,7.979623292947759e-12
223,1.1240018996116016e-11,2.5873714553336153e-11,5.187009713724637e-11,1.3418988733161722e-10,1.8183011033869384e-10,5.830511331216486e-11,2.5715089016210257e-11
224,1.1142244988251336e-11,2.3169499461747512e-11,5.381072163832641e-11,1.0854870224362831e-10,1.5787758749444425e-10,1.336224399600256e-11,2.0401923493080955e-11
225,1.103768218685244e-11,2.5620231789111585e-11,4.1390187086573075e-11,1.2530693286131258e-10,1.6323257602042213e-10,7.087147869446745e-11,7.916417480639951e-12
226,1.1224293760237471e-11,2.3512295573696217e-11,5.6245851095365913e-11,1.1415143959382858e-10,1.3010555025436247e-10,3.3973042524939575e-11,1.1156534267220402e-10
227,1.0764651817401945e-11,2.6331063359324932e-11,4.903957410853728e-11,1.1693722630184322e-10,2.0273763045766645e-10,5.5862413980685894e-11,1.756709687457118e-11
228,1.0643955484872361e-11,2.416961639296236e-11,4.694624282799775e-11,1.2016534956785123e-10,1.102642662110276e-10,5.051192287036291e-11,3.7902016843108935e-12
229,1.086639731571576e-11,2.3548607892932585e-11,4.880460474803821e-11,1.1582363699841269e-10,1.6127753418686573e-10,5.392399133530553e-11,1.7195333251483424e-11
230,1.0446850441370885e-11,2.4238474217181213e-11,4.642608282137567e-11,1.0332833913437414e-10,1.3617805991087166e-10,6.149932281694022e-11,5.699808768206704e-11
231,1.062117333215581e-11,2.2455620821148906e-11,4.8764906901558945e-11,1.183254682093148e-10,1.7402351805769475e-10,4.416250950822642e-11,1.928962627731677e-11
232,1.046329333540846e-11,2.4944048709872473e-11,4.5754121666449795e-11,1.087877762721042e-10,1.5135729357520464e-10,3.001339914101574e-11,3.7288705693643124e-11
233,1.0339619100089427e-11,2.3237020680004118e-11,5.1435919831319645e-11,1.0809003744552624e-10,1.257374449155696e-10,1.935092274223802e-11,5.241323939431791e-11
234,1.0008377419595655e-11,2.3612918449593876e-11,3.822781189975126e-11,1.1208947319139798e-10,1.7067591430468064e-10,6.240621986823392e-11,8.075945547243037e-13
235,1.0204136955446813e-11,2.189298860133713e-11,5.0286075252967823e-11,9.74762794975849e-11,1.548246899115983e-10,3.593041902252164e-11,1.0989608298170683e-11
236,1.0193949220065453e-11,2.2421809884058743e-11,4.3108684883808573e-11,1.1814511427224474e-10,1.2626969035861718e-10,4.8802596009735265e-11,5.0171797701264326e-11
237,9.802690918993849e-12,2.1873084314152057e-11,4.312267669563494e-11,1.2844244960654669e-10,1.4976505733993246e-10,2.846153466706798e-11,3.0963097505647786e-11
238,9.96244195628298e-12,2.1865201935624957e-11,4.733822421235373e-11,8.76977824177977e-11,1.1211498873231582e-10,7.511021411470364e-11,4.045765220201862e-12
239,9.798644558892077e-12,2.264802963597604e-11,4.2604400798407135e-11,1.12174551188534e-10,1.623388971916079e-10,1.666000538365692e-11,5.4652995025896805e-11
240,9.89849575907326e-12,2.0888230089647015e-11,4.265526124776618e-11,9.084247432332184e-11,1.247674622857294e-10,2.2954910018037332e-11,1.572913505582023e-12
241,9.487788829307213e-12,2.19700899760544e-11,4.827436193766156e-11,1.2035161180562052e-10,1.5865677796083642e-10,3.149486430006906e-11,2.8241241727576874e-11
242,9.578765951699389e-12,2.1282251300671112e-11,3.800282237519605e-11,9.139799766342156e-11,1.3952116915348558e-10,7.619312361774035e-11,3.325437005481165e-11
243,9.471053062660768e-12,2.0334540316452893e-11,4.620662754608048e-11,1.1016812007598694e-10,1.114511805065059e-10,3.1043371356125175e-11,2.6648624523397366e-11
244,9.586599571563196e-12,2.1764643784487733e-11,3.984191439425553e-11,1.000202114769779e-10,1.3150882098053037e-10,2.402099814027563e-11,3.219664399896502e-11
245,9.285256344964979e-12,2.0325290918619727e-11,4.18262402394288e-11,9.563509243167646e-11,1.5251363080946927e-10,4.310975263210245e-11,6.91769477572873e-11
246,9.224251406942832e-12,1.9950112857930606e-11,3.7231193797627725e-11,9.162719925632764e-11,1.1539859488713776e-10,3.004328986773095e-11,5.452379846503193e-12
247,9.11920240538925e-12,2.0572572274868594e-11,4.685434370709308e-11,1.0212636217878109e-10,1.1435070297813004e-10,4.05716734314039e-11,5.287553211877711e-11
248,9.181448560630845e-12,2.1457138070077738e-11,3.726451960094284e-11,1.0037783895808432e-10,1.219540459267901e-10,1.636115062914967e-11,1.54579841738341e-11
249,9.0495163875273e-12,1.890008259907179e-11,4.06966668822214e-11,9.072938346714809e-11,1.6936844915468676e-10,5.522655462301025e-11,1.1487064882423127e-11
250,8.906904875863666e-12,2.123865297209283e-11,4.0884294979531697e-11,1.2381528768518347e-10,1.1920329846383824e-10,3.2768314463638265e-11,5.126793812045457e-11
251,8.960141093013028e-12,1.8646437878367744e-11,3.9611478391393444e-11,7.701711206946108e-11,1.1723475082926822e-10,2.5843524150217654e-11,2.783321695177392e-11
252,8.864711028723523e-12,1.967228876373156e-11,3.900654904809628e-11,1.0934246206759603e-10,1.1267702457673268e-10,2.334323567451458e-11,1.74983998041381e-11
253,8.757162655050532e-12,1.9642285972117064e-11,4.029928004103972e-11,7.902712568161174e-11,1.5130839900221494e-10,4.0071695392220825e-11,3.23978461587338e-11
254,8.654208172233322e-12,1.8800520716243684e-11,3.6695154140044586e-11,9.819775881564567e-11,1.2104964896927847e-10,5.578156540097035e-11,7.312363676089874e-12
255,8.763670664384172e-12,2.0681051257299828e-11,3.888340794711981e-11,8.984638460074029e-11,1.1611235966242868e-10,2.412935008810571e-11,6.122503263085228e-13
256,8.360249857492789e-12,1.7593943305824346e-11,3.767733609369009e-11,9.980557095945049e-11,1.0382019771455546e-10,4.251351610102079e-11,4.912792665534511e-11
257,8.722622962966687e-12,1.8827140176527763e-11,3.878078063358388e-11,8.692413170943835e-11,1.4764883926575166e-10,3.098860078053984e-11,7.065455537007549e-13
258,8.3289329112574e-12,1.7933231074053552e-11,3.681620095892796e-11,8.267600878922112e-11,1.263273960228512e-10,3.3645821684541684e-11,2.946140886964084e-11
259,8.371444896011611e-12,1.812136151569387e-11,3.551223828091141e-11,9.29041969277832e-11,1.1423443635483638e-10,2.154518478773505e-11,2.4571909656222713e-11
260,8.284809678141727e-12,1.9509836945034147e-11,4.0602242593591654e-11,7.770256750644251e-11,1.0173140644618841e-10,3.4343473024885415e-11,2.6108571483927525e-11
261,8.365736763343306e-12,1.771434683431688e-11,3.411141855672024e-11,9.467054819755831e-11,1.2146139665875236e-10,2.6660854668349156e-11,1.2840049504476552e-12
262,7.991994873117896e-12,1.8291748595701446e-11,3.6409876189016767e-11,9.235309537583628e-11,1.0564228492813528e-10,4.4603995694298505e-11,4.633257989421059e-11
263,8.244716823809615e-12,1.72355496489163e-11,3.523209941471433e-11,8.091514616936092e-11,1.2654555530240655e-10,2.5026204739807537e-11,1.9699973336754256e-11
264,7.967436050593776e-12,1.734102972440196e-11,3.525211147713084e-11,9.705207493570172e-11,9.632728728800129e-11,2.755201772006145e-11,1.4496459208084322e-11
265,8.063835433790333e-12,1.908857882461052e-11,3.516128863345586e-11,8.582352912159754e-11,1.1804955212833324e-10,3.8023005931792824e-11,2.1509645867433206e-11
266,7.953551201120103e-12,1.6426457652913987e-11,3.862427295627338e-11,8.43357583275356e-11,1.1129813139960202e-10,1.1265014264764805e-11,2.715554285551305e-11
267,7.838959801409572e-12,1.8387649622103346e-11,3.024420394367914e-11,8.336059098561335e-11,1.148259797434724e-10,4.640435337549631e-11,1.966442950926779e-12
268,7.865132615278004e-12,1.684773493259523e-11,3.8386867813745994e-11,8.863321567370518e-11,1.2478122019089983e-10,6.047961069702828e-12,1.594700144938076e-11
269,7.761664199139993e-12,1.6288525354148627e-11,3.512737442062334e-11,7.346987257418985e-11,8.524076439141747e-11,5.903890033040734e-11,4.9651963270293434e-11
270,7.76999435254961e-12,1.7149055388156335e-11,3.27755794751675e-11,8.966784014712164e-11,1.1362520540056824e-10,8.05950094854544e-12,7.053506068185601e-13
271,7.614974943486594e-12,1.6966199768147398e-11,3.042081530648714e-11,7.31992038413539e-11,1.172517017362359e-10,2.7531792192656037e-11,2.6764415597036686e-11
272,7.639004269445749e-12,1.661067798108924e-11,3.723948042500621e-11,8.42987634190082e-11,1.02475877537016e-10,3.599832429237618e-11,2.5093174506591425e-11
273,7.53871768435342e-12,1.7202740622974575e-11,2.988899784767886e-11,8.006047674133383e-11,1.0451997893408022e-10,2.6617768098320557e-11,5.721661882793934e-12
274,7.489155652709346e-12,1.5238058886278477e-11,3.31923448076666e-11,8.91982383174114e-11,9.480793474149635e-11,2.207173740615383e-11,1.1300010435993894e-11
275,7.466004876411368e-12,1.7107949912551305e-11,3.495607300283814e-11,6.469549636735636e-11,1.2863564136583667e-10,2.1048834453900646e-11,6.80502608910048e-11
276,7.387214233152277e-12,1.606315706884811e-11,2.9064234601451656e-11,7.816557899224788e-11,1.0360403973542083e-10,3.762928833308084e-11,6.452524708686022e-12
277,7.395588548694755e-12,1.6820933295943712e-11,3.506412074223548e-11,8.445497026013925e-11,8.790066210891712e-11,3.226857980729207e-11,2.4067904438235127e-11
278,7.171084573629811e-12,1.5562970528296264e-11,3.32978588048234e-11,7.608144580992728e-11,1.1231194702984204e-10,2.2074565363546784e-11,1.916112629452094e-11
279,7.266913456709171e-12,1.5549904600461965e-11,2.6852602760005743e-11,8.151380732711942e-11,1.0288616637093615e-10,2.296693701282508e-11,1.896042244090894e-11
280,7.231077876438143e-12,1.5388763874247675e-11,3.7237160734517554e-11,7.234318291478515e-11,1.0197721515141232e-10,4.143503955382922e-11,1.0269100493709482e-11
281,7.1703434847524165e-12,1.6146054070417e-11,2.73440407266259e-11,8.642747171361686e-11,8.539057851937151e-11,2.1266380966947433e-11,2.9325974635820216e-11
282,7.092242319326878e-12,1.5481795057839115e-11,3.3587128069384265e-11,6.880836932175134e-11,1.0756853636395494e-10,2.4746606414122572e-11,1.6371069847807573e-11
283,6.996742303031236e-12,1.5882946006131556e-11,3.0313536055438416e-11,6.610306073938104e-11,1.1276891433235081e-10,1.5174642618967002e-11,6.111665632481036e-12
284,6.941160172703004e-12,1.4716032769340062e-11,3.053511317837346e-11,7.960856974175262e-11,8.98415520577941e-11,5.508953809058623e-11,4.928508711843995e-12
285,6.9536610648370735e-12,1.5221367662289506e-11,3.1323629828545877e-11,8.472390567475654e-11,9.543727643418632e-11,2.235780068752881e-11,2.0230406071507708e-11
286,6.891555341612922e-12,1.4339998294778716e-11,3.0393962724904535e-11,6.672752020312181e-11,9.730453733589224e-11,1.1441214577578964e-11,2.4942133779351912e-11
287,6.900990897476676e-12,1.6274913778712166e-11,2.9857602845431926e-11,7.496277227617109e-11,9.110826082895515e-11,2.492848530740183e-11,7.283474080620722e-12
288,6.736523291350565e-12,1.4358528321733666e-11,2.911149110184353e-11,6.643372048592942e-11,1.0399784606233018e-10,1.4002678143417453e-11,1.7708184945678686e-11
289,6.852509843832796e-12,1.5131918366153998e-11,2.8369203913981524e-11,7.426848994490673e-11,8.464326739764691e-11,3.317032235414773e-11,4.782933994545375e-12
290,6.6509436505312305e-12,1.3985744134985892e-11,3.010482291562184e-11,7.375972307850469e-11,1.0635221094311924e-10,1.1744499508136398e-11,2.1673348143355872e-11
291,6.697248272808036e-12,1.4277042321320438e-11,3.088955253146345e-11,6.756113388296347e-11,9.032326230214435e-11,2.809264825439263e-11,1.6767755107325073e-11
292,6.609037650301613e-12,1.42417210814656e-11,2.6438356773273425e-11,7.072118273971417e-11,9.85190261770112e-11,3.8172625114223425e-11,3.907356301345503e-11
293,6.603312586789945e-12,1.473166065629627e-11,3.158127769551616e-11,7.014631547692733e-11,8.89449392987361e-11,1.3601506645083427e-11,2.782687042678146e-12
294,6.531207412171821e-12,1.4375092248058346e-11,2.7624635195557485e-11,7.362606247112329e-11,9.335341967104843e-11,1.9247307654818492e-11,1.6769925480450148e-11
295,6.565501603997879e-12,1.470655127206494e-11,2.9682033822266396e-11,7.313364522998985e-11,8.389955124054912e-11,1.816832114345192e-11,1.2355989159469956e-11
296,6.408946933665818e-12,1.3336402709037506e-11,2.4991814861145452e-11,6.253574104878979e-11,9.6636403730459e-11,3.459053130804877e-11,2.696250282536472e-11
297,6.418299412310239e-12,1.3919638373477173e-11,3.1954855689046874e-11,7.221706827414343e-11,7.8857426908873e-11,2.253497546925413e-11,3.1537673932115363e-13
298,6.397546229661638e-12,1.3807135566319535e-11,2.478179178301552e-11,6.549413975509985e-11,9.151775256583803e-11,7.539580611495533e-12,3.0520765475564465e-11
299,6.269958831766115e-12,1.3912184276638713e-11,2.9794972418188974e-11,7.010125121084357e-11,8.28236456833665e-11,2.483253843473901e-11,3.893082038563734e-12
300,6.379222098858179e-12,1.384397793996923e-11,2.6478433373192197e-11,6.654822914796444e-11,9.480553318838102e-11,2.7655373637073117e-11,6.666349331854391e-12
301,6.227259435004254e-12,1.3409694006132415e-11,2.771318396517225e-11,6.662152074531346e-11,8.670965568113398e-11,1.470763908228253e-11,3.040880081862343e-11
302,6.200700819627606e-12,1.334539515459524e-11,2.6781641103563104e-11,6.197411389712276e-11,8.967662178507147e-11,2.4807350144591127e-11,2.2322750183481372e-11
303,6.202790043219465e-12,1.341426736617587e-11,2.748027105850765e-11,6.94660285494786e-11,7.390268546081509e-11,1.2635682758443283e-11,3.0753380495476406e-12
304,6.195016076785448e-12,1.3356308968219441e-11,2.4553119008209e-11,5.750691226247128e-11,1.0093693420433777e-10,4.4125847281443053e-11,2.199773830250218e-11
305,5.959712245787887e-12,1.3590588156069574e-11,2.955721268584621e-11,7.046851016518038e-11,8.162386936593234e-11,1.4382154294384876e-11,1.7910365639826915e-11
306,6.167046989632745e-12,1.2988131496067898e-11,2.3393863287814547e-11,6.239028612607214e-11,7.853569737939695e-11,1.581627314212132e-11,1.6941007232698201e-12
307,5.9797711676357115e-12,1.3098998809754559e-11,2.8035348842210588e-11,6.50200068838455e-11,8.065574333644976e-11,2.3921421552505464e-11,3.940589924103711e-11
308,6.00358311390919e-12,1.3004303859274184e-11,2.6134179474804056e-11,6.93927556429798e-11,9.52677514211829e-11,2.447002005149498e-11,1.3303662581361742e-11
309,5.969004972057346e-12,1.2260728736683451e-11,2.573723472606937e-11,5.852150496050124e-11,9.137941342490001e-11,2.0676388333262922e-11,7.977806372280103e-12
310,5.92845420452666e-12,1.3872052780775186e-11,2.487092119696518e-11,6.147607141902053e-11,7.013815481251496e-11,1.4391058892799044e-11,5.441171323549211e-12
311,5.862893189788078e-12,1.1950532082325204e-11,2.5915262638234025e-11,6.39476084782073e-11,7.926289755555039e-11,2.709750699602203e-11,2.5574348419021995e-11
312,5.86126703716396e-12,1.2800988084520168e-11,2.578170715722353e-11,6.462892892254885e-11,9.536706228101759e-11,1.9399360322937464e-11,1.963298948497312e-12
313,5.791925620780192e-12,1.2541608195148588e-11,2.5137379377160664e-11,5.42886002136292e-11,8.088420719304854e-11,1.818382650156494e-11,1.4243611601602181e-11
314,5.769803302312876e-12,1.2108408686594974e-11,2.5600744763810723e-11,6.93743322675981e-11,7.500241999998192e-11,1.087207528276525e-11,7.272462827659342e-12
315,5.750173611398904e-12,1.3175923045039261e-11,2.495430527859119e-11,6.188714360128563e-11,7.017847614023769e-11,2.7901257890293893e-11,7.467247102501527e-12
316,5.73414672716491e-12,1.2271650889341e-11,2.4466349377023058e-11,5.390995084448741e-11,9.610294426541853e-11,9.919466932021383e-12,4.4490713878080924e-13
317,5.684242324807903e-12,1.2236284925825686e-11,2.504137486651512e-11,6.170359066362568e-11,8.129454551305102e-11,3.775589793148035e-11,3.3638512018213606e-11
318,5.600535903712856e-12,1.2057968585759863e-11,2.397386724643999e-11,6.404887804813915e-11,7.067251697969199e-11,7.672786055801661e-12,1.0932043246349728e-11
319,5.625224763173383e-12,1.1706583046643205e-11,2.4669044478057885e-11,5.236247201026086e-11,7.545118508510962e-11,2.6914750202795043e-11,5.276878283138413e-12
320,5.55128438182089e-12,1.190027676358874e-11,2.5282712968045378e-11,5.924843447214178e-11,7.857498539991184e-11,1.777100868358579e-11,1.6699251095109904e-11
321,5.571497185955738e-12,1.1906757484947297e-11,2.16055219576322e-11,6.462038407779879e-11,7.765433336586687e-11,1.0663249631229095e-11,1.0545775735782364e-11
322,5.5120515930348176e-12,1.2246819689340801e-11,2.66806503751001e-11,6.147155573010265e-11,7.520390674532131e-11,2.413360817563716e-11,1.0543833325012776e-11
323,5.4463531796966285e-12,1.1814263565374255e-11,2.241796583689531e-11,5.391032305925929e-11,6.306230734402273e-11,8.459691982893056e-12,2.872167434060015e-11
324,5.483829891685954e-12,1.1639783370793334e-11,2.339914582223973e-11,5.5525321031106774e-11,8.58928023694898e-11,2.5730207231878505e-11,1.3637758938587743e-11
325,5.391739937476817e-12,1.145282429757908e-11,2.325642568380749e-11,6.047245301349191e-11,7.246649987503248e-11,1.0611261842363747e-11,6.182189072682306e-12
326,5.4211434294142655e-12,1.1594900556572548e-11,2.2874918337173745e-11,5.849720590616031e-11,8.612601068385776e-11,2.3030046627846048e-11,1.4287747991460585e-11
327,5.299729312740592e-12,1.1648197852592256e-11,2.5739057556157242e-11,5.5953891011227576e-11,6.73079309330531e-11,2.387658692655895e-11,3.2344740039298886e-12
328,5.3285625456058655e-12,1.1742614788766094e-11,2.210121214689777e-11,5.158489899592908e-11,6.940228169070002e-11,1.5258572374527513e-11,2.576973477391182e-11
329,5.296302957252096e-12,1.1017701679769693e-11,2.202678868897732e-11,6.121671042289117e-11,7.710837698727585e-11,1.6777576756844333e-11,5.691465701497127e-12
330,5.291645084323228e-12,1.157490551708186e-11,2.4099777739393973e-11,5.3067586932078714e-11,8.020304947060992e-11,1.7523072522548592e-11,7.94659577972248e-12
331,5.2219512916993996e-12,1.105666107623801e-11,2.2197831661102268e-11,5.27330912829452e-11,6.980415509640671e-11,1.9594579523380174e-11,1.3149355365389478e-11
332,5.236737393343218e-12,1.1419849604938024e-11,2.178221817611674e-11,6.013214157647333e-11,6.440579685256017e-11,1.3103309965785553e-11,1.1656186508296244e-11
333,5.12915839809209e-12,1.1308974462118057e-11,2.28603579030868e-11,5.1986947095659833e-11,7.257946333388231e-11,1.5016191776178063e-11,1.9587945882680685e-12
334,5.138502543311253e-12,1.0748280735365974e-11,2.2017090298409457e-11,5.5356615900712446e-11,8.33385717410207e-11,1.714722684427797e-11,3.56653161327229e-11
335,5.091214625247833e-12,1.1328402059280557e-11,2.1749787310934377e-11,5.02731095592194e-11,7.053908242443535e-11,2.6872754745801476e-11,4.400224770129494e-12
336,5.151990337079634e-12,1.041654222598377e-11,2.3231017102412746e-11,5.776122948285521e-11,6.676559382407261e-11,5.086017805034108e-12,7.285715570311035e-12
337,5.033705848917932e-12,1.1147416588222202e-11,1.9855028274889038e-11,4.956697650726236e-11,6.354498321049849e-11,2.2128799802063845e-11,1.7007823234429595e-11
