,freq1,sig_all,amp_all,sig_sd,amp_sd
0,0.0,2.3689627721424605e-10,1.683739444979965e-08,3.7717103530113e-10,2.1873517370721743e-08
1,0.5,1.0951174453932405e-10,1.0281554259296958e-07,2.3144887611201973e-10,1.0265720579590027e-07
2,1.0,1.1228758895783363e-12,7.465012077642049e-08,8.663255605685681e-11,7.730729975058183e-08
3,1.5,2.248146523223409e-11,4.207781522851288e-08,1.3780266328455445e-10,4.465969985165939e-08
4,2.0,2.78945185411698e-10,2.3447083336707943e-08,4.877439543587625e-10,2.5410016843847408e-08
5,2.5,3.041175027660772e-09,1.7880711447127746e-08,3.2540907716602605e-09,1.838036506024218e-08
6,3.0,1.733935480198987e-08,1.6497633068211463e-08,1.7840264210011292e-08,1.6668219394564584e-08
7,3.5,4.2320905694276364e-08,1.4849737588978994e-08,4.5003727308519005e-08,1.638700826569152e-08
8,4.0,8.407473211000704e-08,1.8049626612458825e-08,8.871753845587717e-08,1.90386825260646e-08
9,4.5,1.337348652741854e-07,2.4437094573274495e-08,1.4052689800813983e-07,2.4638142221174382e-08
10,5.0,1.0784224720488045e-07,2.934210194374664e-08,1.1971508373239773e-07,2.9176183124827148e-08
11,5.5,6.792458181202608e-08,2.9330243622606955e-08,7.272363958227955e-08,2.841453085888639e-08
12,6.0,3.410870293564302e-08,1.8691833762852718e-08,3.735960271330289e-08,1.8227997526536414e-08
13,6.5,2.729539439114241e-08,9.178664326485477e-09,2.8230466457085255e-08,9.53730765387807e-09
14,7.0,2.378890329532332e-08,3.998194993079012e-09,2.531242473245479e-08,4.270368067405874e-09
15,7.5,1.6689058673122872e-08,1.4448203911891096e-09,1.8371640044060617e-08,1.4822869346628142e-09
16,8.0,1.8475590405843314e-08,6.816470484493965e-10,2.0412022274667663e-08,7.464754663925752e-10
17,8.5,3.405053741880784e-08,5.138591127533154e-10,3.515304784286846e-08,5.536874073243273e-10
18,9.0,5.1525414876905304e-08,4.2203280280542803e-10,5.543748599546608e-08,4.477084529095662e-10
19,9.5,1.578087234467154e-07,4.044883213622368e-10,1.6412313200540536e-07,4.2562774324365624e-10
20,10.0,2.3547943731047795e-07,3.9880443381522623e-10,2.3541008878496906e-07,4.1420222835773467e-10
21,10.5,6.847014849251768e-08,4.149953721045383e-10,6.769138031763039e-08,3.968715135569091e-10
22,11.0,4.521160363592394e-09,3.619030641752894e-10,4.615407474584407e-09,3.346925363427932e-10
23,11.5,2.830265305084125e-10,2.686476848872573e-10,3.448619959872408e-10,2.528494801469334e-10
24,12.0,2.970114172317614e-11,2.0728858953145956e-10,5.314084049799657e-11,2.064914270984479e-10
25,12.5,3.4989528271541796e-12,1.467539223110187e-10,1.521525632302996e-11,1.463771131348752e-10
26,13.0,7.106085461469159e-13,1.0731800917039895e-10,7.585127639340595e-12,1.0761713768244829e-10
27,13.5,1.8837032803142494e-13,7.965472643469682e-11,4.279736764834492e-12,8.101205754173002e-11
28,14.0,8.243765613397706e-14,6.467409789818699e-11,3.4762724613076077e-12,6.345525751692232e-11
29,14.5,3.800208226505022e-14,5.153625990937207e-11,2.709250359443312e-12,5.343927468659036e-11
30,15.0,1.8822718743151974e-14,4.4316014666519127e-11,2.1637522841008427e-12,4.6361894116455666e-11
31,15.5,1.0106104798481397e-14,4.202391424985675e-11,1.8610025898337367e-12,4.434524504786229e-11
32,16.0,5.7958828524836435e-15,3.9425925245136616e-11,1.8098991723556986e-12,4.092915834647937e-11
