,freq1,sig_all,amp_all,sig_sd,amp_sd
0,0.0,1.510059900035483e-10,1.4801504098545102e-08,1.821197528201664e-10,1.4846610408902841e-08
1,0.5,6.98711035596275e-11,7.907321726709063e-08,1.719156046307975e-10,7.851695377367914e-08
2,1.0,9.272150028944006e-13,5.446025107758556e-08,1.4175306852734024e-10,5.003784843553541e-08
3,1.5,1.7505657776171793e-11,3.3659635359899705e-08,2.2143981243664161e-10,3.1038657388680236e-08
4,2.0,2.5493980863407e-10,1.837578511255935e-08,5.79434411898301e-10,1.8400069449406494e-08
5,2.5,2.2646249922596185e-09,1.1883541444334882e-08,2.634555454708595e-09,1.2231098856359728e-08
6,3.0,1.1925048700590274e-08,1.1029944526252032e-08,1.1994507417146904e-08,1.0890814565989803e-08
7,3.5,3.807280756605768e-08,1.0723837597039296e-08,3.647178678555168e-08,1.106369273138382e-08
8,4.0,7.677142810397741e-08,1.3502506442798136e-08,7.250845962228627e-08,1.3547674402352494e-08
9,4.5,9.424931773692173e-08,1.882304664792694e-08,8.68995260202235e-08,1.7997347296576626e-08
10,5.0,7.005805462886478e-08,2.30172038411801e-08,7.13398531514677e-08,2.2372043717727628e-08
11,5.5,4.819846274788116e-08,2.0972829843741096e-08,4.8432285370821986e-08,1.970836671637133e-08
12,6.0,2.9797014746779567e-08,1.5141478535794373e-08,2.9903288025421046e-08,1.4581007359506494e-08
13,6.5,1.890094320228138e-08,8.75734233090974e-09,1.9377799061602905e-08,8.368227198361093e-09
14,7.0,1.3040393008381102e-08,3.2849828559038966e-09,1.3054435619306118e-08,3.397638345138821e-09
15,7.5,1.0646341479447867e-08,1.1345646487968791e-09,1.1191800173905606e-08,1.2432580182192143e-09
16,8.0,1.5054624915213158e-08,5.300244188141739e-10,1.5533524862352623e-08,5.996208828711177e-10
17,8.5,2.3371085501868654e-08,3.8984674574704597e-10,2.4283821263087348e-08,4.2386687510198433e-10
18,9.0,3.610279603738447e-08,3.505053563728601e-10,3.8093512970667425e-08,3.5325099178869997e-10
19,9.5,1.2027669203160924e-07,3.4326999993110717e-10,1.244713873749641e-07,3.4742656234414123e-10
20,10.0,1.9650835721395316e-07,3.3340675620035235e-10,1.9704671171218894e-07,3.144833180972981e-10
