,freq1,sig_all,amp_all,sig_sd,amp_sd
0,0.0,2.899428156014862e-10,2.0506142116508714e-08,2.8367191980344993e-10,2.0378134032632707e-08
1,0.5,1.345620268422271e-10,9.806938006728907e-08,2.163458175022189e-10,9.882020112583033e-08
2,1.0,8.917804074073454e-13,7.062022458350542e-08,1.3600088867407896e-10,6.839916155166854e-08
3,1.5,1.9184228802105088e-11,4.068919706264421e-08,1.9151158651737776e-10,4.105064496999408e-08
4,2.0,3.0682821406198667e-10,2.58552554885817e-08,5.439183437509195e-10,2.5031520374477416e-08
5,2.5,2.8981252064095292e-09,1.7859386592759912e-08,3.2521166023669656e-09,1.7243719757200774e-08
6,3.0,1.703801644983863e-08,1.5121385502568117e-08,1.6706404756492405e-08,1.4738569487621317e-08
7,3.5,5.749284954259628e-08,1.4930582427375545e-08,5.407162681182337e-08,1.495927590314532e-08
8,4.0,1.0129548238364914e-07,1.82603071645054e-08,1.0056773212643545e-07,1.824857081536337e-08
9,4.5,1.2299822753193272e-07,2.4624182541517515e-08,1.2135747806033792e-07,2.4823875573707476e-08
10,5.0,1.0604322990146126e-07,2.801653873936457e-08,1.0297008300839869e-07,2.7709602918373662e-08
11,5.5,6.718101071513014e-08,2.8528141574132386e-08,6.876616239277713e-08,2.8312185601275617e-08
12,6.0,4.157106473631142e-08,2.138586581483002e-08,4.379512863586115e-08,2.032018494606204e-08
13,6.5,2.935806665968643e-08,1.1338575622732765e-08,2.913967942718549e-08,1.0845692230757387e-08
14,7.0,1.9467921577879193e-08,4.466894334417786e-09,1.913748345561461e-08,4.488230949632286e-09
15,7.5,1.2346706836679459e-08,1.4503967320199078e-09,1.3301433373719174e-08,1.5751579811755625e-09
16,8.0,1.2699003393869077e-08,6.315892191039958e-10,1.3949997158280013e-08,7.083206268275079e-10
17,8.5,1.9154311931078214e-08,5.059090381553327e-10,2.074161457960838e-08,5.53327090819647e-10
18,9.0,4.0590530489991565e-08,4.611036428150215e-10,4.062163743792505e-08,4.4342793885687435e-10
19,9.5,1.366000173585457e-07,4.827430336824032e-10,1.4006317779030052e-07,4.713636786761132e-10
20,10.0,2.193333499847215e-07,4.731894381267357e-10,2.2017939752585048e-07,4.771604643590473e-10
21,10.5,6.080575095305414e-08,4.1285340803297496e-10,6.016529148002612e-08,4.015186157521138e-10
22,11.0,3.3695452977553076e-09,3.726300073576766e-10,3.399160456043559e-09,3.5491870432207024e-10
23,11.5,2.2104012497738342e-10,2.950772362439957e-10,2.4271466623084814e-10,2.844624028912161e-10
24,12.0,1.8684129564730783e-11,2.2679972982717485e-10,2.9525101905744485e-11,2.3022961882653786e-10
25,12.5,2.6799111186108944e-12,1.676431861796994e-10,8.697013764343416e-12,1.678665667260285e-10
26,13.0,5.477309666360779e-13,1.1495812681189234e-10,5.087885970103508e-12,1.1096732442924347e-10
27,13.5,1.763092928911524e-13,7.772846265010031e-11,3.5451107550977365e-12,7.846462961583728e-11
28,14.0,6.624754080520761e-14,6.37315463641667e-11,3.0255706197837812e-12,6.554450817092223e-11
29,14.5,3.4490094037978404e-14,6.015026671644388e-11,2.9575661241221857e-12,6.029305487295776e-11
30,15.0,1.6978640745130788e-14,5.5192444599066e-11,2.9950663561039636e-12,5.4973221346684445e-11
31,15.5,8.365002618655658e-15,5.0261497982282084e-11,2.760618924687561e-12,4.9944539666266254e-11
32,16.0,4.979818921396899e-15,4.3479092937186045e-11,2.5791012101658886e-12,4.327262082666644e-11
33,16.5,3.1949300095491045e-15,3.827433826678961e-11,2.3078785404672395e-12,3.665484258875941e-11
34,17.0,2.4849067941005457e-15,3.2562530611717345e-11,2.4146463544735e-12,3.0838233820561624e-11
35,17.5,1.9868249864400195e-15,2.8670695122243342e-11,2.336609275566209e-12,2.81875506427388e-11
36,18.0,2.0705974617586485e-15,2.3308908362593453e-11,2.1133066724595523e-12,2.4953581937538285e-11
37,18.5,2.515662520541874e-15,1.927182848296651e-11,2.0990693612578355e-12,1.9905591187825087e-11
38,19.0,4.51118964651777e-15,1.536976215116471e-11,1.994590271856992e-12,1.5978558394056866e-11
39,19.5,1.728763303714199e-14,1.3700485333681913e-11,2.041531348698455e-12,1.418400642598612e-11
40,20.0,3.9775295346912624e-14,1.2848240454204692e-11,2.0006399107416178e-12,1.2726719027330116e-11
41,20.5,1.2445698206080544e-14,1.1361389784094568e-11,1.8445623340642364e-12,1.1386205028525127e-11
42,21.0,1.1712415806705124e-15,1.01348019929445e-11,1.741666675897352e-12,1.06572208857621e-11
43,21.5,2.711854131093967e-16,9.325412852924604e-12,1.6854715980626182e-12,9.291554547532242e-12
44,22.0,1.131767121820192e-16,8.858722004846664e-12,1.581062289325842e-12,8.758229867738153e-12
45,22.5,6.990568158175478e-17,7.983263872441982e-12,1.6039538869536465e-12,8.25248853697838e-12
46,23.0,4.9880530510906967e-17,6.566269558545574e-12,1.54701539550413e-12,6.998223867879573e-12
47,23.5,4.0322413629753986e-17,5.749581268413236e-12,1.4089780752458681e-12,6.051257508553827e-12
48,24.0,3.194324763741003e-17,5.14314718756967e-12,1.3554470636250462e-12,5.5137603138308814e-12
49,24.5,2.6555966545622212e-17,4.584051583084793e-12,1.3228800726777098e-12,4.9481097043900776e-12
50,25.0,2.1537559340333128e-17,3.749308512676648e-12,1.3423771183278337e-12,3.9898591659784734e-12
51,25.5,1.812485602886236e-17,3.514524302750337e-12,1.2292539225124487e-12,3.653017514531406e-12
52,26.0,1.5030518441048854e-17,3.596248453472942e-12,1.1991060314612278e-12,3.762493479660478e-12
53,26.5,1.2668938623512078e-17,3.3451192730081735e-12,1.1653376351527787e-12,3.4316700938162014e-12
54,27.0,1.0800006075907196e-17,3.0385103175904117e-12,1.14554914466163e-12,3.013469759201783e-12
55,27.5,9.085399347427158e-18,2.780906175323467e-12,1.0466258397377842e-12,2.864400120362246e-12
56,28.0,7.870340366752477e-18,2.4140540945234825e-12,1.0261093188232141e-12,2.724568667537802e-12
57,28.5,6.718560919581244e-18,2.141118205396915e-12,1.0147209661031908e-12,2.411079417496693e-12
58,29.0,6.035672964770435e-18,1.93935485878926e-12,1.0072839455810196e-12,2.103754845748426e-12
59,29.5,5.522399733810743e-18,1.78484098571457e-12,9.730656143970399e-13,2.0232662728085316e-12
60,30.0,5.074345234550077e-18,1.6401065099240555e-12,9.557754572289933e-13,1.8696643881543552e-12
61,30.5,4.0746843045963914e-18,1.5644623197022173e-12,9.221813977762917e-13,1.6530110936940478e-12
62,31.0,3.3475505967487207e-18,1.3403912268942052e-12,8.638889508985852e-13,1.4880893972438958e-12
63,31.5,2.902233586079403e-18,1.218117850163869e-12,8.438462781066606e-13,1.3742684760784328e-12
64,32.0,2.532050290169033e-18,1.2459182579448804e-12,8.461937782975582e-13,1.4611626037591551e-12
