,freq1,sig_all,amp_all,sig_sd,amp_sd
0,0.0,4.760546908516701e-11,2.5028416072868293e-09,2.596868904561613e-11,2.523299653104029e-09
1,0.5,2.2145483380709214e-11,9.073853385552755e-09,1.716452853592931e-11,9.196165977773273e-09
2,1.0,5.872090553379967e-14,6.406753721996825e-09,6.3987155939872075e-12,6.056583269458095e-09
3,1.5,8.566673599473853e-13,2.493971543440277e-09,9.29061656039369e-12,2.4496340897023947e-09
4,2.0,1.0191148355360458e-11,9.596647276616892e-10,2.4064375873644592e-11,9.547280527392455e-10
5,2.5,1.1165935617958904e-10,4.178480273465199e-10,1.3894861475694947e-10,4.446027077590523e-10
6,3.0,7.941064168326328e-10,3.201805007774246e-10,8.13590828665341e-10,3.4640217511601884e-10
7,3.5,3.099934434203916e-09,5.284925663402596e-10,3.0381076415695498e-09,5.44525177911174e-10
8,4.0,6.929114333029298e-09,1.0837977903163683e-09,6.750999565017078e-09,1.1068928948932075e-09
9,4.5,9.471145870959028e-09,2.084184561558961e-09,9.189511253302279e-09,2.1179769720454122e-09
10,5.0,8.430925694355001e-09,3.408866298022032e-09,8.205878574601944e-09,3.3432293351507312e-09
11,5.5,4.931872593347568e-09,3.942811177691808e-09,4.87989748138656e-09,3.845178988931297e-09
12,6.0,2.3411464265605176e-09,2.9114739202449023e-09,2.343095871855039e-09,2.870100900626422e-09
13,6.5,1.027950007133256e-09,1.3016865527991312e-09,1.0788342808455882e-09,1.2767569701603705e-09
14,7.0,4.0877897878016183e-10,3.875161304886138e-10,4.6299499006022006e-10,4.1393069613561474e-10
15,7.5,2.1208775815040803e-10,6.968566923098496e-11,2.467326321872263e-10,8.720410491831857e-11
16,8.0,1.1864388608625325e-10,1.8521961038276525e-11,1.595854879522431e-10,2.7436398298774014e-11
17,8.5,1.2728647253116114e-10,1.49990582933078e-11,1.756663059216794e-10,1.9485209732068586e-11
18,9.0,8.601407669458742e-10,2.0504929210420633e-11,9.222899840755972e-10,2.2140539501244408e-11
19,9.5,2.3720844553429428e-08,3.210197728221408e-11,2.409993653553868e-08,3.19392319852579e-11
20,10.0,7.079272799342058e-08,4.492157053101125e-11,7.113294845685778e-08,4.166495747817978e-11
21,10.5,1.9153109310941753e-08,4.68313926285429e-11,1.9049754360595312e-08,4.543997469844118e-11
22,11.0,2.79381218570704e-10,4.83126007982382e-11,2.9084056878719255e-10,4.7812040411475266e-11
23,11.5,5.9950642756190285e-12,3.9425840872275316e-11,1.0866186800088073e-11,3.764029402004473e-11
