,freq1,sig_all,amp_all,sig_sd,amp_sd
0,0.0,4.5147308009740023e-11,2.915606063816859e-09,4.345641138280527e-11,2.3963628571896763e-09
1,0.5,2.108554455090136e-11,1.5155397805846834e-08,5.665246688716785e-11,1.5377821289800514e-08
2,1.0,1.6031838362137701e-13,6.565306770393708e-09,5.875602435730336e-11,6.918917067685206e-09
3,1.5,3.533019522983478e-12,3.0831528433613285e-09,7.68992851648469e-11,2.94780546662456e-09
4,2.0,4.5722727391026825e-11,1.735169167829479e-09,1.5423857913426226e-10,1.7107697343997984e-09
5,2.5,3.326741246208976e-10,1.1982937779298549e-09,4.784538124567635e-10,1.260559529748743e-09
6,3.0,1.7630862475803542e-09,1.0767034652700602e-09,1.847957844730328e-09,1.2031994503277587e-09
7,3.5,5.7312403612655265e-09,1.4227385172620826e-09,5.227606428070419e-09,1.5317936775929995e-09
8,4.0,1.029592158966827e-08,2.460759650286471e-09,9.491388196454431e-09,2.440404245084301e-09
9,4.5,1.2278801017223642e-08,3.9623123627470365e-09,1.1716470362611984e-08,3.830266261529562e-09
10,5.0,1.0579260809956221e-08,5.545410551009759e-09,1.040398278135537e-08,5.111273911459171e-09
11,5.5,7.106770698017196e-09,6.0051849268092074e-09,6.755536795977155e-09,5.592115349380945e-09
12,6.0,3.743007266450735e-09,4.793408959565252e-09,3.701011225262809e-09,4.6158177941699496e-09
13,6.5,1.9764075176910923e-09,2.4188798025917527e-09,2.0619627925704394e-09,2.3283337027671825e-09
14,7.0,1.0909588497289019e-09,8.351458208032877e-10,1.2054051144528843e-09,8.75249894530844e-10
15,7.5,8.417203313331253e-10,2.344315709473631e-10,9.634782904318874e-10,3.1003877012084834e-10
16,8.0,9.015459787343001e-10,8.075333143367938e-11,1.095138907507393e-09,1.1388996751665578e-10
17,8.5,1.6252327495628423e-09,4.5198817587804384e-11,1.7656798702562222e-09,6.377702337918269e-11
18,9.0,5.5947407390031465e-09,4.911520412020664e-11,6.307888967528848e-09,5.5506161364049314e-11
19,9.5,6.093743783334128e-08,6.378135497011285e-11,6.197481225992969e-08,6.249528932318226e-11
20,10.0,1.6063816773230158e-07,7.001960826170383e-11,1.640846199758283e-07,6.548110022014808e-11
21,10.5,4.654806639574212e-08,6.47739467059975e-11,4.735059492812506e-08,5.882135579209511e-11
22,11.0,1.2950661936564567e-09,5.677787780594961e-11,1.356219217565123e-09,4.9447358991260496e-11
23,11.5,3.9641728047167946e-11,5.164687550294823e-11,5.336081065038376e-11,4.643167132504823e-11
24,12.0,3.2290683147846643e-12,3.962107500874363e-11,9.680829695359001e-12,3.666331645277204e-11
25,12.5,4.909748153426782e-13,2.640348864780742e-11,5.4567280084871425e-12,2.5014427267530808e-11
26,13.0,1.3658116029068889e-13,1.6470337301763585e-11,4.734435726856831e-12,1.606734265281298e-11
27,13.5,4.822442312906945e-14,1.0163839615388261e-11,4.65169477491294e-12,1.106096087137606e-11
28,14.0,2.3144028485186022e-14,7.975704325638817e-12,4.631754516153842e-12,9.271514592456014e-12
29,14.5,1.406859798830968e-14,7.426714465326307e-12,4.124159577783905e-12,7.768329414700174e-12
30,15.0,6.421777743262741e-15,7.0434996923038274e-12,3.732234805044305e-12,6.97215328946777e-12
31,15.5,2.8511426042771983e-15,6.6368499966563566e-12,3.5089941680333463e-12,6.56788371564023e-12
32,16.0,1.7717064160664589e-15,5.951837376520738e-12,3.3494202507864394e-12,5.659301464936596e-12
33,16.5,1.0373011436166542e-15,5.171051528988924e-12,3.0447164827477722e-12,4.681420597138854e-12
34,17.0,7.216464661299749e-16,4.303016950248926e-12,2.7850456280366237e-12,3.992324750585721e-12
35,17.5,4.924659011261936e-16,3.9204650782754896e-12,2.625856316170697e-12,3.704921175005213e-12
36,18.0,4.0733935428440825e-16,3.1953137126048958e-12,2.483784057317935e-12,2.9628463022198926e-12
37,18.5,4.247755777039546e-16,2.383237282074866e-12,2.2906749441760148e-12,2.4236123834688716e-12
38,19.0,1.051902181288217e-15,1.9488384917627028e-12,2.2704026520218027e-12,2.085676425026178e-12
39,19.5,6.633890916242243e-15,1.7865629978601735e-12,2.37020026275338e-12,1.8365738573669605e-12
40,20.0,1.7494299754516784e-14,1.7032640775325224e-12,2.2564068724238683e-12,1.8282543544104556e-12
41,20.5,5.7607718315107605e-15,1.5634291710579685e-12,2.0396654929757896e-12,1.7010457664645174e-12
42,21.0,4.662842059846488e-16,1.4304574416607705e-12,1.904203306196857e-12,1.4678322131920514e-12
43,21.5,7.451664404801859e-17,1.2638630074509868e-12,2.0129723213884727e-12,1.4021325725353977e-12
44,22.0,3.013242747497395e-17,1.107464755425495e-12,1.9297273265821354e-12,1.183535858316336e-12
45,22.5,2.263800597466469e-17,8.793093682270247e-13,1.8154048485394128e-12,9.473078059583135e-13
46,23.0,1.721213055859058e-17,8.031450286722877e-13,1.6874931072666311e-12,9.201559761361177e-13
